asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B01FJT7E3M,Sony,"Sony Xperia XA Ultra unlocked smartphone,16GB White (US Warranty)",https://www.amazon.com/Sony-Xperia-unlocked-smartphone-Warranty/dp/B01FJT7E3M,https://m.media-amazon.com/images/I/81Otkj71PEL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B01FJT7E3M,433,,Memphio,5,1/31/2010,FALSE,Excellent Prepaid Option.,"The Samsung T301G Tracfone has many more features than stated. From a very adjustable camera. To the ability to record your own ring tone. Sending & receiving email, up to 640 x 480 graphics. The ONLY detraction is the sound quality of it's transmitted signal. (You might sound tinny to the people you call when the battery gets low.) Overall though, I give this phone high marks. You won't get a better phone at anywhere near this price.",,38.73,3,Male,YES,Sat,Morning,4
B01FJT7MZC,Sony,Sony Xperia X Performance F8131 32GB Unlocked GSM LTE Android Phone w/ 23MP Camera - Black,https://www.amazon.com/Sony-Performance-unlocked-smartphone-Warranty/dp/B01FJT7MZC,https://m.media-amazon.com/images/I/71rzaPrNXrL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4.1,https://www.amazon.com/product-reviews/B01FJT7MZC,112,,Adam Smith,4,9/12/2013,FALSE,Great for a No-Contract Dumb Phone,"I've used mine for several years and overall have been pleased. Don't use it much. But I have tried it in California, Florida, and the midwest and never had a dropped call. Biggest complaint is it sometimes will turn on by itself and use up power. Note that there is no card to store pictures. The best way to transfer photos from the phone is to connect it to your computer, and copy them.",,24.27,2.03,Male,YES,Sat,Morning,2
B01FJT7N4W,Sony,Sony Xperia X F5121 32GB GSM 23MP Camera Phone - Graphite Black,https://www.amazon.com/Sony-Xperia-F5121-Camera-Phone/dp/B01FJT7N4W,https://m.media-amazon.com/images/I/81ZwjKulg8L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B01FJT7N4W,193,$199.99 ,Pat C.,5,9/2/2014,FALSE,Excellent phone,"Exactly the kind of mobile phone I need as a back-up emergency phone. Easy to activate online & easy to use. If you're looking for a basic phone with some nice added features, this one could be for you. I've had Samsung mobile phones in the past and have been pleased with the quality.",,12.76,2.23,Female,YES,Sat,Morning,2
B01G7JCECE,Nokia,"Microsoft Nokia Lumia 435 8GB Unlocked GSM Windows 8.1 Touchscreen Smartphone Black (International version, No Warranty)",https://www.amazon.com/Nokia-Lumia-435-Touchscreen-International/dp/B01G7JCECE,https://m.media-amazon.com/images/I/81lRgwV2B1L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B01G7JCECE,80,$69.49 ,K. Unger,2,2/7/2011,FALSE,Worst Tracfone,"I was a Tracfone customer for years and have to say that this was one of the worst Tracfones that I owned. PROS: 1) Cool design 2) Easy to use interface CONS: 1) Quiet ringers 2) Phone got a terrible signal 3) Hard to hold onto- the shape of the phone is not hand friendly 4) Terrible voice quality and tons of dropped calls 5) Phone often slid open on its own After I bought this phone I was sorry that I switched from the LG 600G phone, which is easily the best Tracfone being offered.",,30.06,2,Male,YES,Sat,Morning,3
B01GP2XIJQ,Samsung,Samsung Galaxy Amp 2 - Cricket,https://www.amazon.com/Samsung-Galaxy-Amp-2-Cricket/dp/B01GP2XIJQ,https://m.media-amazon.com/images/I/81JQYDwMnCL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01GP2XIJQ,10,,Lantana Al,3,9/3/2010,FALSE,It's OK - except for the Browser button - seems like a SCAM to waste your units,"I like this phone ""OK"". I've have simple needs and this phone works well, but I have to subtract a couple of stars because of that darn browser button that I have hit several times by accident, costing me 1/2 unit of airtime each time. It screams of a ""SCAM"" to reduce your airtime/units, and there seems to be no way to fix this issue. I also have some concern as to how durable the phone would be, should I drop it when it's not in the case I bought for it off eBay. Finally, the screen is difficult to read in sunlight. But other than these things, the phone seems to suit my needs well enough, and saves me a lot of money versus an overpriced ""gotcha"" contract plan.",,25.89,5.16,Male,YES,Sat,Morning,4
B01GQWT4SE,Samsung,Samsung Express 3 J120a 4G LTE Unlocked GSM (White),https://www.amazon.com/Samsung-Express-J120a-Unlocked-White/dp/B01GQWT4SE,https://m.media-amazon.com/images/I/51eyIyVxg+L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01GQWT4SE,240,$94.99 ,Marilee,2,6/16/2010,FALSE,OK phone except browser button,"The browser button is on the face of this flip phone. It often gets triggered when you try to answer a call or when you put the phone in your pocket. You get charged a minimum of 1/2 minute whenever this happens. I never use my browser, but TracPhone can not disable internet service for your handset, nor will they reimburse you for accidental triggering of this button. :(",,48.33,9,Male,YES,Sat,Morning,4
B01GXAT0CE,Apple,"Apple iPhone SE, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Unlocked-Phone-16GB/dp/B01GXAT0CE,https://m.media-amazon.com/images/I/6165FLUs1+L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01GXAT0CE,742,$114.99 ,Stephen,4,1/16/2017,FALSE,Good phone,A good backup phone that can be maintained at a very low cost.,,13.27,2.5,Female,YES,Sat,Morning,2
B01GXAZFR8,Apple,"Apple iPhone SE, 64GB, Space Gray - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-SE-Unlocked-64GB/dp/B01GXAZFR8,https://m.media-amazon.com/images/I/71eqnpqyD4L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01GXAZFR8,300,"$147.72,$249.99",alan chan,3,8/17/2010,FALSE,good while it lasted,"My phone had excellent reception in metro Detroit area. Fair camera quality. Bluetooth headset sync was easy. Have to pay TracFon 4min. to transfer photos :( because Bluetooth and x-fer cable is disabled. Some photos took 2 attempts (8 minutes!). Purchased the phone from my local Target, but Tracfon had to send a new SIM card to activate it. Phone started to die after 6 months; often can't turn it off. When it is off, you can see the keypad flash like it is trying to turn on. Drains the battery over night. Might go away after charging, but full or low battery does not effect problem. Tracfon will not let me just swap the SIM card to a new phone, so all the contact info will be lost :( I expected better.",,28.17,6.5,Female,YES,Sat,Morning,3
B01H3V07EW,OnePlus,"OnePlus 3 A3000 64GB Graphite, 5.5"", Dual Sim, GSM Factory Unlocked U.S.A Version",https://www.amazon.com/OnePlus-Graphite-Factory-Unlocked-Version/dp/B01H3V07EW,https://m.media-amazon.com/images/I/61BWuWvjW9L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B01H3V07EW,166,,Joel Lidz,1,6/29/2011,FALSE,got rid of mine,"So long as you don't require customer service, tracfone is fine. But if you do, expect a foretaste of hell. I really appreciate it when I say something to a rep and they proceed as if I had never said anything. And if for any reason you deserve a refund, well, say your prayers but don't expect them to be answered. I switched to another company.",,12.9,1.1,Female,YES,Sat,Morning,2
B01H93TCCM,Samsung,Samsung Galaxy S7 Active SM-G891A 32GB Sandy Gold No-Contract AT&T,https://www.amazon.com/Samsung-Galaxy-Active-SM-G891A-No-Contract/dp/B01H93TCCM,https://m.media-amazon.com/images/I/61jDf+QZG1L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B01H93TCCM,37,$259.98 ,Dolores,3,10/9/2014,FALSE,Three Stars,it's ok did not used it,,28.15,3,Male,YES,Sat,Morning,5
B01HFD0XJM,Samsung,"Samsung Galaxy S7 Edge unlocked smartphone, 32 GB Silver (US Warranty - Model SM-G935UZSAXAA)",https://www.amazon.com/Samsung-Galaxy-unlocked-smartphone-Warranty/dp/B01HFD0XJM,https://m.media-amazon.com/images/I/71a5okghrPL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B01HFD0XJM,292,$355.99 ,A. Tweedle,5,9/28/2010,FALSE,Perfect Phone :),"This is an excellent Samsung prepaid phone. Organizes well, high quality, and perfectly priced. You really can't beat it. It's very easy to use too. The Tracfone service offers everything - from big savings each month to awesome coast to coast coverage nationwide. It has everything you need in a cell phone, but without a monthly overcharged cell phone bill. Def reccommend this phone and service to anyone looking for a great deal.",,11.59,1.5,Male,YES,Sat,Morning,2
B01HQTL47A,Samsung,"Samsung G920A Galaxy S6 32GB, Black Saphire (Renewed)",https://www.amazon.com/Samsung-G920A-Galaxy-Saphire-Renewed/dp/B01HQTL47A,https://m.media-amazon.com/images/I/31prNuzjoCL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,1,https://www.amazon.com/product-reviews/B01HQTL47A,2,$135.98 ,Pang,3,3/18/2013,FALSE,can you insert your own sim card,"I don't really know alot about phones but if I was to buy these phones just because it's cheap and it says prepaid on it, can I still just put my own sim card in there. will it still work or do i have to stick with the sim card that comes with it that is prepaid?",,7.74,1.44,Male,YES,Sat,Morning,2
B01HU2C224,Samsung,"Samsung Galaxy S7 G930V 32GB, Verizon, Gold Platinum, Unlocked Smartphones (Renewed)",https://www.amazon.com/Samsung-G930V-Smartphones-Certified-Refurbished/dp/B01HU2C224,https://m.media-amazon.com/images/I/71oth9TXuzL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B01HU2C224,92,$139.89 ,Samuel R. Gerhard,3,3/12/2010,FALSE,Not better than the LG600g,Left for vacation and my LG600g phone was in the console. At 2am thought it was safe when valet parked it. GONE. Bought this phone because it had bluetooth and a couple other features the 600 didn't. BEWARE! Bluetooth will not connect to your computer for file transfer. Only for headset. Buttons hard to use. 2 steps to unlock slider. Called Tracfone Indian CS AND THEY WOULDN'T GIVE ME THE MINUTES PROMISED FROM THE 600. No answer from Emails. Returning this phone. Calling CS again shortly.,,30.14,3.09,Female,YES,Sat,Morning,4
B01HW6GRL0,Samsung,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera - Camo Green",https://www.amazon.com/Samsung-G891A-Unlocked-Resistant-Smartphone/dp/B01HW6GRL0,https://m.media-amazon.com/images/I/41K0sU0JddL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B01HW6GRL0,49,$279.00 ,"""Mark"" Anthony",2,11/7/2011,FALSE,How does one change Time via DST,"No way on how to set one's clock when DST is involved. Also, no explanation on how to use the speakerphone.",,12.16,2.2,Male,YES,Fri,Night,2
B01I0HP1Z8,Samsung,Samsung Galaxy S6 G920T Unlocked GSM 4G LTE Smartphone w/ 16MP Camera - White Pearl,https://www.amazon.com/Samsung-Galaxy-S6-Unlocked-Smartphone/dp/B01I0HP1Z8,https://m.media-amazon.com/images/I/51qM3guDBmL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B01I0HP1Z8,52,,Ellay,5,7/17/2009,FALSE,This slider has it all ...,"Besides being a very good phone, this Samsung phone is Bluetooth enabled, has a nice camera, and the slider is easy to use. Loaded with good features but not complicated to use.",,13.42,3.48,Female,YES,Fri,Night,2
B01INN9D0I,Samsung,Samsung Galaxy S6 SM-G920V 64GB Sapphire Black Smartphone For Verizon (Renewed),https://www.amazon.com/Samsung-SM-G920V-Smartphone-Certified-Refurbished/dp/B01INN9D0I,https://m.media-amazon.com/images/I/71vTt482YKL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B01INN9D0I,41,$140.55 ,K. Wyatt,2,9/22/2009,FALSE,Not worth the price,"I was very disappointed in this phone. Despite Tracfone telling me it was good in my area it did not tell me that web access or multimedia support does not work in my area. I can't send a picture, browse the web or send email. I went to tracfone to download ringtones on my computer and the download failed, but I was still charged for the ringtone. Trying to get technical support I was only allowed to buy new airtime. Phone support personnel do not have any good english speaking skills. The three calls to tech support sounded like they were in a concert hall and they could not resolve my issues. Tracfone is fine for $20 phone and text service and a 3 month card for $20-40, but using tracfone with this phone is a disappointment and I don't recommend it unless you know that web & multimedia support is available in your area.",,8.58,1.92,Male,YES,Fri,Night,1
B01INRGCV2,Samsung,Samsung Galaxy Note5 N920V 32GB Verizon CDMA No-Contract Smartphone - Black Sapphire (Renewed),https://www.amazon.com/Samsung-Galaxy-Verizon-No-Contract-Smartphone/dp/B01INRGCV2,https://m.media-amazon.com/images/I/41p9V3FSgWL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B01INRGCV2,270,$161.99 ,watsonk,2,7/18/2010,FALSE,Short Battery Life,"Battery life is too short (cheap battery). Even if you do not use the phone and simply leave it ON, you will need to recharge it every 3 days. Indoor reception is poor. The phone does not work in Canada when vacationing. I will probably replace this phone after 1 year.",,15.98,3,Female,YES,Fri,Night,3
B01INV912A,Motorola,Motorola G4 16GB Smartphone,https://www.amazon.com/Motorola-00991NARTL-Moto-Unlocked-Black/dp/B01INV912A,https://m.media-amazon.com/images/I/71JexRSYxXL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B01INV912A,1,,C. Wiseman,1,5/23/2010,FALSE,Horrible HORRIBLE phone,"3 people in my family have this HORRID phone! This phone will randomly LOCK itself up. You power off one day...then BOOM. You try to turn the phone back on, and it is 'locked'. It will have a space for you to enter a passcode. GOOD LUCK guessing what it is! Customer Service at Tracfone said: "" buy a new phone"" (a.k.a. TRASH this one) ""...and we will switch your service over to it."" TRASH. GARBAGE. Stay away from this one, folks. I searched online, and it seems this is a pretty common thing for this phone. No answers for fixing this problem. TRACFONE says replacing the phone is the only option. Wish I had read THIS (or one like it) review first. Live and learn.",,13.42,1.58,Male,YES,Fri,Night,2
B01IVV7W8M,HUAWEI,Huawei Honor 8 Unlocked Smartphone 32 GB Dual Camera - US Warranty (Sapphire Blue),https://www.amazon.com/Huawei-Honor-Unlocked-Smartphone-Camera/dp/B01IVV7W8M,https://m.media-amazon.com/images/I/713y99b-4iL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4.2,https://www.amazon.com/product-reviews/B01IVV7W8M,1,,apap,3,9/4/2010,FALSE,"phone is fine, antenna is not","i like everything about the phone except it's reception - i live in an area without great reception, but my old phone worked fine. the new one only rings 1 time in 4 :(",,16.27,2.5,Female,YES,Fri,Night,2
B01J63O3KY,Samsung,"Samsung GS6 5.1"" Certified Pre-Owned Carrier Locked Phone - 32GB - White (Verizon)",https://www.amazon.com/Samsung-Certified-Pre-Owned-Carrier-Locked/dp/B01J63O3KY,https://m.media-amazon.com/images/I/81p-OdL9ASL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B01J63O3KY,2,$219.53 ,Pen Name,1,11/30/2013,FALSE,your crazy,thats a outragous price i can get that model phone on the street for $5 and who ever buys that model phone for that price is retarted,2,10.09,2,Female,YES,Fri,Night,2
B01J63ODA4,Samsung,"Samsung Galaxy S6 (Verizon) Certified Pre-Owned Prepaid Carrier Locked, White",https://www.amazon.com/Samsung-Verizon-Certified-Pre-Owned-Prepaid/dp/B01J63ODA4,https://m.media-amazon.com/images/I/81p-OdL9ASL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.5,https://www.amazon.com/product-reviews/B01J63ODA4,3,$114.40 ,okitsme408597,5,7/17/2012,TRUE,"They sent me a defective one, but all in all it's still excellent!","They don't make them like this anymore, that should make you appreciate what you go. Although the one I received used did have a minor defect.",,20.45,3,Male,YES,Sat,Morning,4
B01J6MS6Z8,Samsung,Samsung Galaxy S7 SM-G930F 32GB Factory Unlocked GSM 4G LTE Single Sim Smartphone (Black),https://www.amazon.com/Samsung-SM-G930F-Factory-Unlocked-Smartphone/dp/B01J6MS6Z8,https://m.media-amazon.com/images/I/7140-XVajnL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4.2,https://www.amazon.com/product-reviews/B01J6MS6Z8,29,$319.99 ,wakajawaka,1,8/20/2013,TRUE,Because it was phased out by AT&T,Problem: phone was phased out by AT&T so i couldn't even use it or buy sim card or anything for it! AT&T should inform sellers!!,3,13.28,2.72,Male,YES,Sat,Morning,2
